ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,MRKT_TY_NM,MRKT_OPER_PD,STORE_CO,ADIT_DC,USE_GCCT_CN,HMPG_ADDR,TOILET_EXST_AT,PRKPLCE_EXST_AT,OPNNG_YEAR,TEL_NO,DATA_BASE_DE,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KC483PO22N000001283,쇼핑,전통시장,서호전통시장,경남,통영시,4822010200,서호동,4822053000,명정동,3.17104E+11,경남 통영시 새터길 58-9,53055,라라841500,128.4201162,34.84146179,상설장,매일,240,농산물+수산물+가공식품+음식점업,,,Y,Y,1984,055-645-3024,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001284,쇼핑,전통시장,통영중앙전통시장,경남,통영시,4822010500,중앙동,4822055000,중앙동,3.11104E+11,경남 통영시 중앙시장1길 14-16,53053,라라845504,128.4246138,34.84529265,상설장+5일장,2일+7일,280,수산물,,,Y,Y,1980,055-649-5225,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001285,쇼핑,전통시장,계천공설시장(계천시장),경남,하동군,4885036030,금남면 계천리,4885036000,금남면,4.67302E+11,경남 하동군 금남면 섬진강대로 977-17,52350,라라282668,127.8094994,34.99598807,5일장,5일+8일,45,농산물+수산물+의류/신발+음식점업+기타소매업,,,Y,Y,1969,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001286,쇼핑,전통시장,북천공설시장,경남,하동군,4885039023,북천면 직전리,4885039000,북천면,4.62302E+11,경남 하동군 북천면 경서대로 2441-8,52318,라라357799,127.8919534,35.11402683,5일장,4일+9일,18,농산물+수산물+의류/신발+기타소매업+근린생활서비스업,,,Y,Y,1968,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001287,쇼핑,전통시장,옥종공설시장,경남,하동군,4885041021,옥종면 청룡리,4885041000,옥종면,4.88505E+11,경남 하동군 옥종면 옥종시장길 5,52313,라라346874,127.8802211,35.18209956,5일장,3일+8일,40,수산물+의류/신발+음식점업+기타소매업+근린생활서비스업,,,Y,Y,1968,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001288,쇼핑,전통시장,진교공설시장,경남,하동군,4885037021,진교면 진교리,4885037000,진교면,2.64405E+11,경남 하동군 진교면 선창길 24,52344,라라368703,127.9038157,35.02717371,상설장+5일장,3일+8일,74,농산물+수산물+가정용품+음식점업+기타소매업,,,Y,Y,1968,055-882-3797,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001289,쇼핑,전통시장,하동공설시장,경남,하동군,4885025021,하동읍 읍내리,4885025000,하동읍,3.61105E+11,경남 하동군 하동읍 시장1길 12-2,52329,라라226749,127.7483806,35.06980844,상설장+5일장,2일+7일,155,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,Y,1977,055-884-2312,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001290,쇼핑,전통시장,화개장터,경남,하동군,4885031023,화개면 탑리,4885031000,화개면,4.57703E+11,경남 하동군 화개면 쌍계로 21,52303,라라113881,127.6242242,35.18862364,상설장+5일장,1일+6일,74,농산물+가공식품+의류/신발+기타소매업+근린생활서비스,,,Y,Y,2011,055-884-8232,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001291,쇼핑,전통시장,횡천공설시장(횡천시장),경남,하동군,4885034024,횡천면 횡천리,4885034000,횡천면,3.61105E+11,경남 하동군 횡천면 문화2길 24,52319,라라283793,127.8107002,35.10921229,상설장+5일장,5일+10일,14,농산물+수산물+음식점업+기타소매업+근린생활서비스업,,,Y,Y,1965,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001292,쇼핑,전통시장,가야상설시장(가야시장),경남,함안군,4873025021,가야읍 말산리,4873025000,가야읍,4.87305E+11,경남 함안군 가야읍 가야8길 8,52045,라라824983,128.4064637,35.27726096,상설장+5일장,5일+10일,86,기타소매업,,,Y,Y,2007,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001293,쇼핑,전통시장,군복공설시장,경남,함안군,4873032022,군북면 중암리,4873032000,군북면,4.87305E+11,경남 함안군 군북면 중암8길 27,52065,라라770965,128.3469461,35.26104842,5일장,4일+9일,20,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2007,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001294,쇼핑,전통시장,대산공설시장,경남,함안군,4873034027,대산면 구혜리,4873034000,대산면,4.87303E+11,경남 함안군 대산면 대산중앙로 219,52011,라마843067,128.428129,35.35283686,5일장,1일+6일,34,농산물+축산물+가공식품+음식점업+기타소매업,,,Y,Y,2007,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001295,쇼핑,전통시장,칠원공설시장,경남,함안군,4873025321,칠원읍 구성리,4873025300,칠원읍,4.83305E+11,경남 함안군 칠원읍 서남2길 14,52023,라마926016,128.5189083,35.3061904,5일장,3일+8일,16,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,Y,2007,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001296,쇼핑,전통시장,안의시장,경남,함양군,4887036024,안의면 석천리,4887036000,안의면,4.88705E+11,경남 함양군 안의면 약초시장길 25-10,50011,라마284367,127.8140336,35.62629824,5일장,5일+10일,30,농산물+수산물+가공식품+의류/신발+음식점업,,,Y,Y,1997,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001297,쇼핑,전통시장,지리산함양시장,경남,함양군,4887025022,함양읍 용평리,4887025000,함양읍,4.88705E+11,경남 함양군 함양읍 용평중앙길 20,50046,라마207247,127.7289887,35.51860401,상설장+5일장,2일+7일,131,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,1983,055-963-2461,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001298,쇼핑,전통시장,함양토종약초시장,경남,함양군,4887036023,안의면 이전리,4887036000,안의면,4.88705E+11,경남 함양군 안의면 약초시장길 27,50011,라마284366,127.813715,35.62596602,상설장,매일,23,농산물+기타소매업,,,Y,Y,2006,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001299,쇼핑,전통시장,가야시장,경남,합천군,4889033031,가야면 황산리,4889033000,가야면,4.88903E+11,경남 합천군 가야면 가야시장로 63-15,50201,라마577517,128.1383663,35.76024552,5일장,5일+10일,64,농산물+가공식품+의류/신발,,,Y,Y,1942,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001300,쇼핑,전통시장,삼가시장,경남,합천군,4889043024,삼가면 일부리,4889043000,삼가면,4.88905E+11,경남 합천군 삼가면 일부5길 1,50223,라마564131,128.122283,35.41281461,상설장+5일장,2일+7일,96,농산물+수산물+의류/신발+음식점업+기타소매업,,,Y,Y,1956,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001301,쇼핑,전통시장,야로시장,경남,합천군,4889034026,야로면 구정리,4889034000,야로면,3.61105E+11,경남 합천군 야로면 시장길 7-3,50206,라마604457,128.1685691,35.70612717,5일장,2일+7일,34,수산물+가공식품+의류/신발,,,Y,Y,1939,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001302,쇼핑,전통시장,초계시장,경남,합천군,4889036022,초계면 초계리,4889036000,초계면,4.88903E+11,경남 합천군 초계면 초계중앙로 61,50246,라마694295,128.2668345,35.55931487,상설장+5일장,5일+10일,52,농산물+가공식품+의류/신발+가정용품+음식점업,,,Y,Y,1930,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001303,쇼핑,전통시장,합천시장,경남,합천군,4889025021,합천읍 합천리,4889025000,합천읍,2.71703E+11,경남 합천군 합천읍 옥산로 53,50232,라마599304,128.161164,35.56850747,상설장+5일장,3일+8일,159,농산물+수산물+가공식품+의류/신발+가정용품,,,Y,Y,1985,055-932-0063,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001304,쇼핑,전통시장,고성오일시장,제주특별자치도,서귀포시,5013025924,성산읍 고성리,5013025900,성산읍,5.01303E+11,제주특별자치도 서귀포시 성산읍 고성오조로 93,63640,다나454957,126.9128147,33.45186232,5일장,5일+9일,68,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,Y,1984,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001305,쇼핑,전통시장,대정오일시장,제주특별자치도,서귀포시,5013025022,대정읍 하모리,5013025000,대정읍,5.01305E+11,제주특별자치도 서귀포시 대정읍 신영로36번길 65,63506,나나833706,126.2482128,33.22060697,5일장,1일+6일,198,농산물+축산물+수산물+의류/신발+가정용품,,,Y,Y,1983,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001306,쇼핑,전통시장,모슬포중앙시장,제주특별자치도,서귀포시,5013025022,대정읍 하모리,5013025000,대정읍,4.71903E+11,제주특별자치도 서귀포시 대정읍 상모로 327,63510,나나839707,126.2545138,33.22206691,상설장,매일,68,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,Y,1978,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001307,쇼핑,전통시장,서귀포매일올레시장,제주특별자치도,서귀포시,5013010100,서귀동,5013053000,중앙동,4.12814E+11,제주특별자치도 서귀포시 중앙로62번길 18,63591,다나127735,126.5632305,33.25014898,상설장,매일,225,농산물+축산물+수산물+음식점업+기타소매업,,,Y,Y,1965,064-762-1949,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001308,쇼핑,전통시장,서귀포향토오일시장,제주특별자치도,서귀포시,5013010500,동홍동,5013057000,동홍동,5.01305E+11,제주특별자치도 서귀포시 토평서로11번길 142,63579,다나137755,126.5737419,33.26778949,5일장,4일+9일,568,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,1995,064-763-0965,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001309,쇼핑,전통시장,중문오일시장,제주특별자치도,서귀포시,5013011200,중문동,5013061000,중문동,5.01305E+11,제주특별자치도 서귀포시 천제연로188번길 12,63546,나나997737,126.4239475,33.2505829,5일장,3일+8일,67,농산물+수산물+의류/신발,,,Y,Y,1965,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001310,쇼핑,전통시장,표선오일시장,제주특별자치도,서귀포시,5013032021,표선면 표선리,5013032000,표선면,5.01303E+11,제주특별자치도 서귀포시 표선면 표선동서로 203-1,63629,다나376814,126.8303826,33.3227172,5일장,2일+7일,50,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,1985,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001311,쇼핑,전통시장,도남시장,제주특별자치도,제주시,5011012900,도남동,5011054000,이도2동,5.01105E+11,제주특별자치도 제주시 신성로7길 13,63200,다다097009,126.5284042,33.49681229,상설장,매일,99,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,1991,064-757-8805,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001312,쇼핑,전통시장,동문시장(주),제주특별자치도,제주시,5011010100,일도일동,5011051000,일도1동,2.64103E+11,제주특별자치도 제주시 동문로 16,63264,다다097027,126.5283197,33.51279665,상설장,매일,79,의류/신발,,,Y,N,1965,064-722-3284,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001313,쇼핑,전통시장,보성시장,제주특별자치도,제주시,5011010300,이도일동,5011053000,이도1동,1.16504E+11,제주특별자치도 제주시 동광로1길 32,63197,다다097017,126.5278976,33.50336755,상설장,매일,61,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,Y,1972,064-753-2085,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001314,쇼핑,전통시장,세화오일시장,제주특별자치도,제주시,5011025628,구좌읍 세화리,5011025600,구좌읍,5.01103E+11,제주특별자치도 제주시 구좌읍 해맞이해안로 1412,63361,다다403039,126.857297,33.52618605,5일장,5일+10일,151,농산물+축산물+수산물+의류/신발,,,Y,Y,1965,064-782-0520,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001315,쇼핑,전통시장,신산시장,제주특별자치도,제주시,5011010200,일도이동,5011052000,일도2동,5.01105E+11,제주특별자치도 제주시 고마로17길 11,63254,다다110019,126.54198,33.50603629,상설장,매일,50,농산물+축산물+수산물+가공식품+음식점업,,,Y,Y,1992,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001316,쇼핑,전통시장,제주동문수산시장,제주특별자치도,제주시,5011010300,이도일동,5011053000,이도1동,4.51905E+11,제주특별자치도 제주시 오현길 81,63192,다다094026,126.5249028,33.51206638,상설장,매일,94,축산물+수산물+기타소매업,,,Y,Y,2005,064-752-8959,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001317,쇼핑,전통시장,제주시동문공설시장,제주특별자치도,제주시,5011010100,일도일동,5011051000,일도1동,5.01105E+11,제주특별자치도 제주시 동문로4길 9,63264,다다097026,126.5282423,33.51208743,상설장,매일,32,농산물+수산물+가공식품+기타소매업,,,Y,Y,1954,064-722-5109,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001318,쇼핑,전통시장,제주시동문재래시장,제주특별자치도,제주시,5011010300,이도일동,5011053000,이도1동,5.01105E+11,제주특별자치도 제주시 관덕로14길 20,63192,다다095026,126.5260182,33.51159028,상설장,매일,330,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2005,064-752-3001,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001319,쇼핑,전통시장,제주시민속오일시장,제주특별자치도,제주시,5011012700,도두일동,5011069000,도두동,5.01105E+11,제주특별자치도 제주시 오일장서길 26,63116,다다047010,126.4748884,33.49724701,5일장,2일+7일,1040,농산물+수산물+의류/신발+가정용품+기타소매업,,,Y,Y,1998,064-743-5986,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001320,쇼핑,전통시장,제주시서문공설시장,제주특별자치도,제주시,5011010800,용담일동,5011057000,용담1동,5.01105E+11,제주특별자치도 제주시 서문로4길 13-2,63154,다다087025,126.5179062,33.51135116,상설장,매일,85,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,Y,1954,064-758-8387,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001321,쇼핑,전통시장,제주칠성로상점가(칠성로상점가),제주특별자치도,제주시,5011010100,일도일동,5011051000,일도1동,5.01105E+11,제주특별자치도 제주시 관덕로13길 12,63277,다다095028,126.5261153,33.51402567,상설장,매일,240,의류/신발+가정용품+기타소매업,,,Y,Y,2005,064-723-1510,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001322,쇼핑,전통시장,중앙로상점가,제주특별자치도,제주시,5011010300,이도일동,5011053000,이도1동,1.14703E+11,제주특별자치도 제주시 중앙로 91,63192,다다093024,126.5239614,33.51010018,상설장,매일,140,농산물+축산물+수산물+의류/신발+가정용품,,,Y,Y,2007,070-8900-8300,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001323,쇼핑,전통시장,한림매일시장,제주특별자치도,제주시,5011025024,한림읍 한림리,5011025000,한림읍,4.82503E+11,제주특별자치도 제주시 한림읍 한림로 681,63031,나나851922,126.2647729,33.41564699,상설장,매일,58,농산물+수산물+가공식품+의류/신발+기타소매업,,,Y,Y,2007,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001324,쇼핑,전통시장,한림민속오일시장(한림오일시장),제주특별자치도,제주시,5011025023,한림읍 대림리,5011025000,한림읍,5.01105E+11,제주특별자치도 제주시 한림읍 한수풀로4길 10,63026,나나860926,126.2745037,33.41983247,5일장,4일+9일,144,농산물+축산물+수산물+의류/신발+음식점업,,,Y,Y,2002,064-796-8810,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001325,쇼핑,전통시장,함덕오일시장,제주특별자치도,제주시,5011025924,조천읍 함덕리,5011025900,조천읍,5.01105E+11,제주특별자치도 제주시 조천읍 함덕16길 15-13,63333,다다227056,126.6679607,33.54025266,5일장,1일+6일,43,농산물+수산물+의류/신발,,,Y,Y,2007,064-783-7874,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001326,쇼핑,전통시장,세종전통시장,세종특별자치시,,3611025025,조치원읍 정리,3611025000,조치원읍,3.61105E+11,세종특별자치시 조치원읍 조치원8길 42,30027,다바821446,127.3006116,36.59978935,상설장+5일장,4일+9일,326,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2013,044-868-4209,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001327,쇼핑,전통시장,전의왕의물시장,세종특별자치시,,3611037021,전의면 읍내리,3611037000,전의면,1.12004E+11,세종특별자치시 전의면 장터길 33,30004,다바737533,127.2058789,36.67774034,5일장,2일+7일,68,농산물+축산물+의류/신발+가정용품+기타소매업,,,Y,Y,2011,044-864-2259,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001328,쇼핑,전통시장,대명여울빛거리시장,서울,금천구,1154510300,시흥동,1154567000,시흥1동,1.15302E+11,서울 금천구 시흥대로 212,8628,다사470394,126.9016494,37.45277308,상설장,매일,238,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2009,02-808-0811,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001329,쇼핑,전통시장,서문시장 아진상가 상점가,대구,중구,2711015400,대신동,2711059500,대신동,2.71104E+11,대구 중구 큰장로28길 39,41926,라마976642,128.5815824,35.86994908,상설장,매일,233,의류/신발+가정용품+근린생활서비스,,,Y,Y,2017,053-254-1254,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001330,쇼핑,전통시장,남동산업용품상가,인천,남동구,2820011100,고잔동,2820071000,논현고잔동,2.82003E+11,인천 남동구 은청로 4-7,21633,다사286345,126.693402,37.40694648,상설장,매일,620,음식점업+기타소매업+근린생활서비스,,,Y,Y,2017,032-816-7131,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001331,쇼핑,전통시장,언양알프스시장,울산,울주군,3171025332,언양읍 남부리,3171025300,언양읍,1.12004E+11,울산 울주군 언양읍 장터1길 12-1,44946,마마472309,129.1252897,35.5637023,5일장,2일+7일,116,농산물+축산물+수산물+가공식품+기타소매업,,,Y,N,2019,052-254-5728,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001332,쇼핑,전통시장,여주한글시장(여주중앙로상점가),경기,여주시,4167010700,하동,4167052000,중앙동,4.16704E+11,경기 여주시 세종로14번길 24-1,12622,라사119220,127.6342892,37.29755119,5일장,5일+10일,179,가공식품+의류/신발+가정용품+음식점업+기타소매업,,,Y,Y,2018,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001333,쇼핑,전통시장,진주청과시장,경남,진주시,4817011600,수정동,4817056500,중앙동,4.81705E+11,경남 진주시 촉석로226번길 3,52755,라라534891,128.0866851,35.1962457,상설장,매일,322,농산물+축산물+수산물+가공식품,,,N,N,2019,055-748-4956,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001334,쇼핑,전통시장,청평여울시장,경기,가평군,4182032521,청평면 청평리,4182032500,청평면,4.18205E+11,경기 가평군 청평면 청평중앙로26번길 10,12453,다사927707,127.4181274,37.7360485,상설장,매일,114,농산물+축산물+가공식품+음식점업+기타소매업,,,Y,N,2018,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001335,쇼핑,전통시장,모란전통기름시장,경기,성남시 중원구,4113310100,성남동,4113351000,성남동,4.11334E+11,경기 성남시 중원구 둔촌대로83번길 7,13377,다사670369,127.1280077,37.43090769,상설장,매일,120,농산물+축산물+수산물+가공식품+기타소매업,,,N,Y,2018,031-778-7395,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001336,쇼핑,전통시장,중부농수산물시장,경기,안양시 만안구,4117110100,안양동,4117151000,안양1동,4.11714E+11,경기 안양시 만안구 안양로248번길 23,13996,다사491331,126.9256147,37.39590755,상설장,매일,25,농산물,,,Y,Y,1982,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001337,쇼핑,전통시장,철뚝시장,부산,부산진구,2623010400,범천동,2623077000,범천1동,2.62304E+11,부산 부산진구 자유평화로3번길 14-15,47366,마라422841,129.0615694,35.14222041,상설장,매일,63,농산물+축산물+수산물+가공식품+기타소매업,,,N,N,2018,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001338,쇼핑,전통시장,답십리건축자재시장,서울,동대문구,1123010500,답십리동,1123060000,답십리1동,1.12303E+11,서울 동대문구 고미술로 49,2604,다사605521,127.0534875,37.56745985,상설장,매일,83,근린생활서비스,,,N,N,2019,02-3394-8820,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001339,쇼핑,전통시장,신곡종합시장,서울,양천구,1147010300,신월동,1147061000,신월6동,1.14704E+11,서울 양천구 남부순환로79길 37,8064,다사419467,126.8431967,37.518369,상설장,매일,50,농산물+축산물+가공식품+의류/신발+기타소매업,,,Y,N,1981,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001340,쇼핑,전통시장,신정제일시장,서울,양천구,1147010100,신정동,1147062000,신정1동,1.14704E+11,서울 양천구 중앙로34길 30,8082,다사428470,126.8535581,37.52084249,상설장,매일,56,농산물+축산물+수산물+가공식품+의류/신발,,,Y,N,1974,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001341,쇼핑,전통시장,주암시장,전남,순천시,4615035033,주암면 광천리,4615035000,주암면,4.61505E+11,전남 순천시 주암면 주암호길 9,57910,다라758756,127.2352628,35.07574055,5일장,3일+8일,40,농산물+수산물+의류/신발+음식점업,,,Y,Y,2008,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001342,쇼핑,전통시장,대천항종합수산물시장,충남,보령시,4418011000,신흑동,4418056500,대천5동,4.41803E+11,충남 보령시 대천항로 370,33490,다바107148,126.5061075,36.32660911,상설장,매일,136,수산물+가공식품+기타소매업,,www.dcharbor.com,Y,Y,2018,041-931-7087,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001343,쇼핑,전통시장,부여 새시장,충남,부여군,4476025029,부여읍 구아리,4476025000,부여읍,4.47603E+11,충남 부여군 부여읍 부여로 12,33145,다바469094,126.9096484,36.28099071,5일장,5일+10일,74,농산물+축산물+의류/신발+가정용품,,,N,N,2018,041-837-0020,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001344,쇼핑,전통시장,광천원동시장,충남,홍성군,4480025322,광천읍 광천리,4480025300,광천읍,4.48005E+11,충남 홍성군 광천읍 광천로323번길 15-1,32295,다바216342,126.6250108,36.50232535,5일장,4일+9일,161,농산물+축산물+수산물+음식점업+기타소매업,,,Y,N,2019,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001345,쇼핑,전통시장,안산패션타운전통시장,경기,안산시 상록구,4127110300,사동,4127152500,사동,4.12713E+11,경기 안산시 상록구 삼리로 45,15499,다사419230,126.8446652,37.30498141,상설장,매일,139,의류/신발+가정용품,,afmall.modoo.at,Y,Y,2019,031-418-6766,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001346,쇼핑,전통시장,안산 다농마트 전통시장,경기,안산시 상록구,4127110900,월피동,4127158000,월피동,4.12713E+11,경기 안산시 상록구 예술광장로 1,15288,다사419256,126.8442393,37.32836149,상설장,매일,230,농산물+축산물+의류/신발+가정용품+음식점업,,,Y,Y,2019,031-410-6666,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001347,쇼핑,전통시장,풍기선비골인삼시장,경북,영주시,4721025023,풍기읍 산법리,4721025000,풍기읍,4.72103E+11,경북 영주시 풍기읍 소백로 2156,36041,라바927771,128.5406894,36.88850301,상설장,매일,68,가공식품,,,Y,Y,2019,054-636-3450,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
KC483PO22N000001348,쇼핑,전통시장,고척골목시장상점가,서울,구로구,1153010600,고척동,1153072000,고척1동,1.15304E+11,서울 구로구 중앙로10길 8,8223,다사436450,126.8627093,37.5033751,상설장,매일,67,농산물+축산물+수산물+가공식품+기타소매업,,,N,N,2018,,20220706,20220706,소상공인시장진흥공단,KC_483_DMSTC_MCST_TRNMKT_2022,20220706
